index,date,orgunit,orgunituid,mech_code,partner,operatingunit,psnu,hts_tst.u15.f,hts_tst.u15.m,hts_tst.o15.f,hts_tst.o15.m,hts_tst_pos.u15.f,hts_tst_pos.u15.m,hts_tst_pos.o15.f,hts_tst_pos.o15.m,tx_new.u15.f,tx_new.u15.m,tx_new.o15.f,tx_new.o15.m,vmmc_circ.u15.m,vmmc_circ.o15.m,prep_new.u15.f,prep_new.u15.m,prep_new.o15.f,prep_new.o15.m,tx_curr.u15.f,tx_curr.u15.m,tx_curr.o15.f,tx_curr.o15.m,tx_mmd.u15.f.u3mo,tx_mmd.u15.m.u3mo,tx_mmd.o15.f.u3mo,tx_mmd.o15.m.u3mo,tx_mmd.u15.f.35mo,tx_mmd.u15.m.35mo,tx_mmd.o15.f.35mo,tx_mmd.o15.m.35mo,tx_mmd.u15.f.o6mo,tx_mmd.u15.m.o6mo,tx_mmd.o15.f.o6mo,tx_mmd.o15.m.o6mo
29,8/23/2021,EMMANUEL KIGARI (ACK) Dispensary,Ii5P8lU4YJs,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,8/30/2021,EMMANUEL KIGARI (ACK) Dispensary,Ii5P8lU4YJs,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,8/2/2021,Gachuriri Dispensary,ulvOUkZPOys,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,8/9/2021,Gachuriri Dispensary,ulvOUkZPOys,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,8/16/2021,Gachuriri Dispensary,ulvOUkZPOys,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,8/23/2021,Gachuriri Dispensary,ulvOUkZPOys,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,8/30/2021,Gachuriri Dispensary,ulvOUkZPOys,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,0,0,26,14,0,0,0,0,0,0,0,0
36,8/2/2021,Gategi Health Centre,lmtezswxrLy,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8/9/2021,Gategi Health Centre,lmtezswxrLy,84476,USAID Jamii Tekelezi,Kenya,Embu,2,1,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,8/16/2021,Gategi Health Centre,lmtezswxrLy,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,19,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,8/23/2021,Gategi Health Centre,lmtezswxrLy,84476,USAID Jamii Tekelezi,Kenya,Embu,1,1,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8/30/2021,Gategi Health Centre,lmtezswxrLy,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,139,70,9,9,72,27,0,0,67,43,0,0,0,0
41,8/2/2021,Gatunduri Dispensary,gQEY28Ondgf,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,8/9/2021,Gatunduri Dispensary,gQEY28Ondgf,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8/16/2021,Gatunduri Dispensary,gQEY28Ondgf,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,8/23/2021,Gatunduri Dispensary,gQEY28Ondgf,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8/30/2021,Gatunduri Dispensary,gQEY28Ondgf,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8/2/2021,Getrude Dispensary,Yn4wNsOQBFU,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,8/9/2021,Getrude Dispensary,Yn4wNsOQBFU,84476,USAID Jamii Tekelezi,Kenya,Embu,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,8/16/2021,Getrude Dispensary,Yn4wNsOQBFU,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,8/23/2021,Getrude Dispensary,Yn4wNsOQBFU,84476,USAID Jamii Tekelezi,Kenya,Embu,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,8/30/2021,Getrude Dispensary,Yn4wNsOQBFU,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,8/2/2021,Gichiche Dispensary,qO7hARsKOb6,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,8/9/2021,Gichiche Dispensary,qO7hARsKOb6,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,8/16/2021,Gichiche Dispensary,qO7hARsKOb6,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,8/23/2021,Gichiche Dispensary,qO7hARsKOb6,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,8/30/2021,Gichiche Dispensary,qO7hARsKOb6,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,8/2/2021,Ishiara Sub-District Hospital,gwZuDfkIEkI,84476,USAID Jamii Tekelezi,Kenya,Embu,2,1,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,8/9/2021,Ishiara Sub-District Hospital,gwZuDfkIEkI,84476,USAID Jamii Tekelezi,Kenya,Embu,1,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,8/16/2021,Ishiara Sub-District Hospital,gwZuDfkIEkI,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,15,7,0,0,0,1,0,0,0,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,8/23/2021,Ishiara Sub-District Hospital,gwZuDfkIEkI,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,14,8,0,0,  ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,8/30/2021,Ishiara Sub-District Hospital,gwZuDfkIEkI,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,14,10,0,0,0,0,0,0,0, ,0,0,0,0,0,0,25,12,343,169,25,12,343,169,0,0,0,0,0,0,0,0
61,8/2/2021,Kairuri Dispensary,vZt0Soe1AsL,84476,USAID Jamii Tekelezi,Kenya,Embu,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,8/9/2021,Kairuri Dispensary,vZt0Soe1AsL,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,8/16/2021,Kairuri Dispensary,vZt0Soe1AsL,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,8/23/2021,Kairuri Dispensary,vZt0Soe1AsL,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,17,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,8/30/2021,Kairuri Dispensary,vZt0Soe1AsL,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,15,0,3,30,12,0,0,4,3,0,0,0,0
66,8/2/2021,Kamumu Dispensary,sYuN2zJiBKb,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,8/9/2021,Kamumu Dispensary,sYuN2zJiBKb,84476,USAID Jamii Tekelezi,Kenya,Embu,0,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,8/16/2021,Kamumu Dispensary,sYuN2zJiBKb,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,8/23/2021,Kamumu Dispensary,sYuN2zJiBKb,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,8/30/2021,Kamumu Dispensary,sYuN2zJiBKb,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,21,9,4,4,20,9,0,0,1,0,0,0,0,0
71,8/2/2021,Kanja Health Centre,uzOAQslSgmN,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,8/9/2021,Kanja Health Centre,uzOAQslSgmN,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,8/16/2021,Kanja Health Centre,uzOAQslSgmN,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,8/23/2021,Kanja Health Centre,uzOAQslSgmN,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,8/30/2021,Kanja Health Centre,uzOAQslSgmN,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,37,0,5,6,1,0,1,49,36,0,0,0,0
76,8/2/2021,Kanyuambora Dispensary,qSjEGB1yUKs,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,8/9/2021,Kanyuambora Dispensary,qSjEGB1yUKs,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,8/16/2021,Kanyuambora Dispensary,qSjEGB1yUKs,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,8/23/2021,Kanyuambora Dispensary,qSjEGB1yUKs,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,8/30/2021,Kanyuambora Dispensary,qSjEGB1yUKs,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,26,7,4,1,26,7,0,0,0,0,0,0,0,0
81,8/2/2021,Karaba Wango Dispensary,eTbcGObCPQB,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,8/9/2021,Karaba Wango Dispensary,eTbcGObCPQB,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,8/16/2021,Karaba Wango Dispensary,eTbcGObCPQB,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,8/23/2021,Karaba Wango Dispensary,eTbcGObCPQB,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,8/30/2021,Karaba Wango Dispensary,eTbcGObCPQB,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,8/2/2021,Karau Health Centre (Manyatta),Bdb91tBzdzh,84476,USAID Jamii Tekelezi,Kenya,Embu,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,8/9/2021,Karau Health Centre (Manyatta),Bdb91tBzdzh,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,8/16/2021,Karau Health Centre (Manyatta),Bdb91tBzdzh,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,8/23/2021,Karau Health Centre (Manyatta),Bdb91tBzdzh,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,8/30/2021,Karau Health Centre (Manyatta),Bdb91tBzdzh,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,58,36,4,4,49,27,0,0,9,9,0,0,0,0
91,8/2/2021,Karurumo RHTC ,NUo3VBnrx47,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,36,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,8/9/2021,Karurumo RHTC ,NUo3VBnrx47,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,8/16/2021,Karurumo RHTC ,NUo3VBnrx47,84476,USAID Jamii Tekelezi,Kenya,Embu,2,0,26,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,8/23/2021,Karurumo RHTC ,NUo3VBnrx47,84476,USAID Jamii Tekelezi,Kenya,Embu,2,0,21,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,8/30/2021,Karurumo RHTC ,NUo3VBnrx47,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,13,232,95,8,13,127,86,0,0,105,9,0,0,0,0
96,8/2/2021,Kathanje Dispensary,BmbfMDSuhgW,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,8/9/2021,Kathanje Dispensary,BmbfMDSuhgW,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,8/16/2021,Kathanje Dispensary,BmbfMDSuhgW,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,8/23/2021,Kathanje Dispensary,BmbfMDSuhgW,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,8/30/2021,Kathanje Dispensary,BmbfMDSuhgW,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,6,1,1,18,6,0,0,0,0,0,0,0,0
101,8/2/2021,Kathunguri Dispensary,QMWuh8GY4FP,84476,USAID Jamii Tekelezi,Kenya,Embu,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8/9/2021,Kathunguri Dispensary,QMWuh8GY4FP,84476,USAID Jamii Tekelezi,Kenya,Embu,1,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
