index,date,orgunit,orgunituid,mech_code,operatingunit,psnu,hts_tst.u15.f,hts_tst.u15.m,hts_tst.o15.f,hts_tst.o15.m,hts_tst_pos.u15.f,hts_tst_pos.u15.m,hts_tst_pos.o15.f,hts_tst_pos.o15.m,tx_new.u15.f,tx_new.u15.m,tx_new.o15.f,tx_new.o15.m,vmmc_circ.u15.m,vmmc_circ.o15.m,prep_new.u15.f,prep_new.u15.m,prep_new.o15.f,prep_new.o15.m,tx_curr.u15.f,tx_curr.u15.m,tx_curr.o15.f,tx_curr.o15.m,tx_mmd.u15.f.u3mo,tx_mmd.u15.m.u3mo,tx_mmd.o15.f.u3mo,tx_mmd.o15.m.u3mo,tx_mmd.u15.f.35mo,tx_mmd.u15.m.35mo,tx_mmd.o15.f.35mo,tx_mmd.o15.m.35mo,tx_mmd.u15.f.o6mo,tx_mmd.u15.m.o6mo,tx_mmd.o15.f.o6mo,tx_mmd.o15.m.o6mo
11,1/3/2022,Angurai Health Centre,YEv8donVGqk,160356,Kenya,Busia,0,1,14,6,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1/3/2022,Apokor Dispensary,sbFUP805zWE,160356,Kenya,Busia,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1/3/2022,Bahai Dispensary,LJWFEcg7hmT,160356,Kenya,Bungoma,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1/3/2022,BITUYU DISPENSARY,LmzDEHTbI2m,160356,Kenya,Bungoma,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1/3/2022,Bokoli Hospital,XmjO4q9aUM9,160356,Kenya,Bungoma,1,0,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1/3/2022,"Buburi Community Clinic
",ZbpfxijngHi,160356,Kenya,Busia,0,0,6,3,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1/3/2022,Budalangi Dispensary,ktQ7e4F9wxF,160356,Kenya,Busia,1,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1/3/2022,Buduta Dispensary,SqSsbV4bSpD,160356,Kenya,Busia,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1/3/2022,Bujumba Dispensary,h48gbH8KT2V,160356,Kenya,Busia,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1/3/2022,Bukalama Dispensary,M4BqVk6KUjZ,160356,Kenya,Busia,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1/3/2022,Bukembe Dispensary,KB2SvXgUyqF,160356,Kenya,Bungoma,0,0,23,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1/3/2022,Bukhalalire Dispensary,kfCzFb8tlwW,160356,Kenya,Busia,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1/3/2022,Bulondo Dispensary,Y1zRINzIXio,160356,Kenya,Bungoma,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1/3/2022,Bumala A Health Centre,M60SMSo4OLr,160356,Kenya,Busia,0,2,28,8,0,0,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1/3/2022,Bumala B Health Centre,CEMOxsrWE5I,160356,Kenya,Busia,3,1,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1/3/2022,Bumula Health Centre,z52pEBVkfXY,160356,Kenya,Bungoma,0,0,36,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1/3/2022,Bumutiru Dispensary,naKEpwTPUs6,160356,Kenya,Busia,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1/3/2022,Bungoma District Hospital,UooJgpSFOqa,160356,Kenya,Bungoma,0,3,128,3,0,0,2,1,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1/3/2022,Burinda Dispensary,EBUpTsxhvK9,160356,Kenya,Busia,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1/3/2022,Burumba Dispensary,UyiaY8Scno8,160356,Kenya,Busia,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1/3/2022,Busembe Dispensary,oegFn5RMeYO,160356,Kenya,Busia,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1/3/2022,Busia District Hospital,dtwpYmhFy33,160356,Kenya,Busia,10,5,78,33,0,0,4,0,0,0,4,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1/3/2022,Busia Trailer Park clinic,nOWJqElZhP9,160356,Kenya,Busia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1/3/2022,Busibwabo Dispensary,R4Ve9Lt6L9C,160356,Kenya,Busia,0,0,6,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1/3/2022,Butula Health Centre,Qocyv35m0Nf,160356,Kenya,Busia,2,0,23,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1/3/2022,Bwaliro Dispensary,whynSNm87YA,160356,Kenya,Busia,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1/3/2022,Changara (GOK) Dispensary,DAxxg53q9fU,160356,Kenya,Busia,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1/3/2022,Chebukaka Dispensary,pG0p8FK7YmI,160356,Kenya,Bungoma,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1/3/2022,Chemwa Bridge Dispensary,SIKmfgDookA,160356,Kenya,Bungoma,0,0,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1/3/2022,Chepkube Dispensary,qsC49uGV0Fp,160356,Kenya,Bungoma,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1/3/2022,Cheptais Health Centre,iZlA9MlFLr5,160356,Kenya,Bungoma,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1/3/2022,Chesikaki  Dispensary,KgOG8haQSYD,160356,Kenya,Bungoma,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1/3/2022,Chwele District Hospital,Fg9M9uoYLki,160356,Kenya,Bungoma,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1/3/2022,Dreamland MC Health Centre,aTAAPAQGkZv,160356,Kenya,Bungoma,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1/3/2022,Ekitale Dispensary,tu4s1UAwayi,160356,Kenya,Bungoma,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1/3/2022,Elgon View Medical Cottage,XZnvIXKZQ9r,160356,Kenya,Bungoma,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1/3/2022,Emmanuel Medical Clinic (Bungoma East),Npscdy7jWR0,160356,Kenya,Bungoma,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1/3/2022,Igara Dispensary,run3jBEUUAb,160356,Kenya,Busia,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1/3/2022,"Ikonzo Dispensary
",dolByQey3Sb,160356,Kenya,Busia,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1/3/2022,Kaborom Dispensary,b5g5NWTr0ra,160356,Kenya,Bungoma,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1/3/2022,Kaboywo Dispensary,pCKdctm1g93,160356,Kenya,Bungoma,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1/3/2022,Kabuchai Health Centre,JtGMSyjptFp,160356,Kenya,Bungoma,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1/3/2022,Kabula Dispensary,Q14wNp3gAl7,160356,Kenya,Bungoma,0,2,27,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1/3/2022,"Kamolo Dispensary
",OlUqw5yZsex,160356,Kenya,Busia,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1/3/2022,Kamukuywa (ACK) Dispensary,K5jWEKrSBFj,160356,Kenya,Bungoma,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1/3/2022,Kamukuywa Dispensary,RoAE3VuiYL1,160356,Kenya,Bungoma,2,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1/3/2022,Kamuneru Dispensary,Yp3BnYNLvZj,160356,Kenya,Bungoma,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1/3/2022,Kamuriai,dwrpLUYMEdt,160356,Kenya,Busia,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1/3/2022,Kanganga Dispensary,ybsYnHonB87,160356,Kenya,Bungoma,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1/3/2022,Kapkateny Dispensary,Qp4WaDd09Xa,160356,Kenya,Bungoma,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1/3/2022,Kaptama Health Centre,obyEts24y95,160356,Kenya,Bungoma,0,0,4,5,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1/3/2022,Kaptanai Dispensary,fMO8Zdwefcq,160356,Kenya,Bungoma,0,0,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1/3/2022,Karima  Dispensary,vxMg7ul5KmG,160356,Kenya,Bungoma,0,0,22,4,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1/3/2022,Kayaya Dispensary,BcfQgFBndlC,160356,Kenya,Bungoma,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1/3/2022,Khajula Dispensary,trLiMopkyu0,160356,Kenya,Busia,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1/3/2022,Khalaba Medical Services,nh4odvyNWCs,160356,Kenya,Bungoma,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1/3/2022,Khalala Dispensary,bQJMFLnPMTW,160356,Kenya,Bungoma,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1/3/2022,Khalumuli District Hospital,WbyTcnrFutl,160356,Kenya,Bungoma,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1/3/2022,khamulati medical centre,xu7b0rMN0T6,160356,Kenya,Bungoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1/3/2022,Khaoya Dispensary,Cys0nIAIUg1,160356,Kenya,Bungoma,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1/3/2022,Khasoko Health Centre,gFGpQ6lJpTo,160356,Kenya,Bungoma,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1/3/2022,Khayo Dispensary,b72hsSnQNMH,160356,Kenya,Busia,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1/3/2022,Khunyangu Sub-District Hospital,iKWDXD235ap,160356,Kenya,Busia,2,1,41,17,0,0,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1/3/2022,Kibabii Health Centre,gJ0u5TpaXCi,160356,Kenya,Bungoma,0,0,9,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1/3/2022,Kibisi Dispensary,ng5M8MjlFpk,160356,Kenya,Bungoma,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1/3/2022,Kibuke Dispensary,ZHLC5RYNBOh,160356,Kenya,Bungoma,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1/3/2022,Kimaeti Dispensary,oKdbQp3nh1Y,160356,Kenya,Bungoma,0,0,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1/3/2022,Kimalewa Health Centre,YPKfhnCHiW4,160356,Kenya,Bungoma,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1/3/2022,Kimilili District Hospital,ufM180r28Ji,160356,Kenya,Bungoma,0,1,61,4,0,0,2,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1/3/2022,Kongoli dispensary,PNNr6RKWivz,160356,Kenya,Bungoma,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1/3/2022,Kopsiro Dispensary,yGt3LlNVB83,160356,Kenya,Bungoma,1,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1/3/2022,Korosiandet Dispensary,EdRltVTLjX6,160356,Kenya,Bungoma,0,0,12,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1/3/2022,Kwangamor dispensary,WvC9ehiEU48,160356,Kenya,Busia,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1/3/2022,Lukhoba Dispensary Maraka,WkTgC40dvrl,160356,Kenya,Trans Nzoia,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1/3/2022,Lukhome Dispensary (Bungoma West),c1uwTUgvzHV,160356,Kenya,Bungoma,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1/3/2022,Lukhuna Dispensary,lAWBG9Tb74F,160356,Kenya,Bungoma,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1/3/2022,Lukolis Dispensary,aZVN5PGMIyo,160356,Kenya,Busia,2,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1/3/2022,Lukusi Dispensary,b9Xo8MgM9ae,160356,Kenya,Bungoma,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1/3/2022,Lumboka medical services,J5oZojVD0vI,160356,Kenya,Bungoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1/3/2022,Lunakwe,IgtDjOQNvbH,160356,Kenya,Bungoma,0,0,22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1/3/2022,Lungai Dispensary,dds8LpfGq2Y,160356,Kenya,Bungoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1/3/2022,Lupida Health Centre,x1BmlkiJboy,160356,Kenya,Busia,3,2,26,2,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1/3/2022,Lurare Dispensary,lBknNXh8nEv,160356,Kenya,Bungoma,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1/3/2022,LUUYA DISPENSARY,ZLD30i4Of3F,160356,Kenya,Bungoma,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1/3/2022,Lwanda Dispensary (Bungoma West),vzpTDgvyd0U,160356,Kenya,Bungoma,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1/3/2022,Lwandanyi Dispensary,CVTLvvucj9m,160356,Kenya,Bungoma,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1/3/2022,lwanyange dispensary,zsh9vd7GgKU,160356,Kenya,Busia,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1/3/2022,Machwele Dispensary,AiU5yr0jlNl,160356,Kenya,Bungoma,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1/3/2022,Madende Dispensary,gIQcyTeXICr,160356,Kenya,Busia,0,0,13,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1/3/2022,Maeni Dispensary,zpRzkIEA96p,160356,Kenya,Bungoma,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1/3/2022,Mahanga Dispensary,ZyQSeKvEle1,160356,Kenya,Bungoma,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1/3/2022,Makhanga Dispensary,EA1aTbWA3uJ,160356,Kenya,Bungoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1/3/2022,Makhonge Dispensary,gMRmOJ3B9Xl,160356,Kenya,Bungoma,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1/3/2022,Makutano  Dispensary,Uzmyc5WGDiw,160356,Kenya,Bungoma,0,0,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1/3/2022,Malaba Dispensary,XmZknqebhJ5,160356,Kenya,Busia,1,1,32,6,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1/3/2022,Malakisi Health Centre,DKjoxUjxI2F,160356,Kenya,Bungoma,0,1,21,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1/3/2022,Malanga Dispensary,O5scaxCD9KR,160356,Kenya,Busia,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1/3/2022,Masendebale Dispensary,MiOXbyurTGS,160356,Kenya,Busia,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1/3/2022,Matayos Health Centre,t8p45KuJwSw,160356,Kenya,Busia,0,0,40,3,0,0,3,1,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1/3/2022,Matulo  Dispensary,ojCPXuQMk0M,160356,Kenya,Bungoma,1,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1/3/2022,Mayanja Dispensary,Wjo5K0TCvcc,160356,Kenya,Bungoma,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1/3/2022,Mechimeru Dispensary,W2JsDUY2SQ8,160356,Kenya,Bungoma,1,0,19,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1/3/2022,Miendo Dispensary,k24FE2b5xYN,160356,Kenya,Bungoma,1,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1/3/2022,Mihuu Dispensary,zjyfD2hA5nV,160356,Kenya,Bungoma,0,1,16,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1/3/2022,Milo Health Centre,KBVam6F5ktb,160356,Kenya,Bungoma,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
